ID,Company / Brand / Platform,Entity Type,Primary Category,Sub-category,Country / Region,Description,ADC Relevance,Priority Score,Priority,AI / Data Relevance,Potential Use Case,Public Contact,Official Website,LinkedIn,Research Search URL,Verification Status,Last Reviewed,Notes
ST-0830,Kappa,Company / Brand / Platform,"Sports Equipment, Apparel & D2C",Sports Equipment,Global / verify,"Sports equipment, apparel, footwear, accessories, or direct-to-consumer brand.",Brand Partnership / Customer,50,Longlist,Potential,"Brand matching, athlete discovery, sponsorship intelligence, and campaign measurement.",,,,https://www.bing.com/search?q=Kappa+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0831,Kookaburra,Company / Brand / Platform,"Sports Equipment, Apparel & D2C",Sports Equipment,Global / verify,"Sports equipment, apparel, footwear, accessories, or direct-to-consumer brand.",Brand Partnership / Customer,50,Longlist,Potential,"Brand matching, athlete discovery, sponsorship intelligence, and campaign measurement.",,,,https://www.bing.com/search?q=Kookaburra+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0832,Li-Ning,Company / Brand / Platform,"Sports Equipment, Apparel & D2C",Sports Equipment,Global / verify,"Sports equipment, apparel, footwear, accessories, or direct-to-consumer brand.",Brand Partnership / Customer,50,Longlist,Potential,"Brand matching, athlete discovery, sponsorship intelligence, and campaign measurement.",,,,https://www.bing.com/search?q=Li-Ning+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0833,Li-Ning Basketball,Company / Brand / Platform,"Sports Equipment, Apparel & D2C",Sports Equipment,Global / verify,"Sports equipment, apparel, footwear, accessories, or direct-to-consumer brand.",Brand Partnership / Customer,50,Longlist,Potential,"Brand matching, athlete discovery, sponsorship intelligence, and campaign measurement.",,,,https://www.bing.com/search?q=Li-Ning+Basketball+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0834,Lululemon,Company / Brand / Platform,"Sports Equipment, Apparel & D2C",Sports Equipment,Global / verify,"Sports equipment, apparel, footwear, accessories, or direct-to-consumer brand.",Brand Partnership / Customer,50,Longlist,Potential,"Brand matching, athlete discovery, sponsorship intelligence, and campaign measurement.",,,,https://www.bing.com/search?q=Lululemon+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0835,Macron,Company / Brand / Platform,"Sports Equipment, Apparel & D2C",Sports Equipment,Global / verify,"Sports equipment, apparel, footwear, accessories, or direct-to-consumer brand.",Brand Partnership / Customer,50,Longlist,Potential,"Brand matching, athlete discovery, sponsorship intelligence, and campaign measurement.",,,,https://www.bing.com/search?q=Macron+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0836,Masuri,Company / Brand / Platform,"Sports Equipment, Apparel & D2C",Sports Equipment,Global / verify,"Sports equipment, apparel, footwear, accessories, or direct-to-consumer brand.",Brand Partnership / Customer,50,Longlist,Potential,"Brand matching, athlete discovery, sponsorship intelligence, and campaign measurement.",,,,https://www.bing.com/search?q=Masuri+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0837,Merrell,Company / Brand / Platform,"Sports Equipment, Apparel & D2C",Sports Equipment,Global / verify,"Sports equipment, apparel, footwear, accessories, or direct-to-consumer brand.",Brand Partnership / Customer,50,Longlist,Potential,"Brand matching, athlete discovery, sponsorship intelligence, and campaign measurement.",,,,https://www.bing.com/search?q=Merrell+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0838,Mikasa,Company / Brand / Platform,"Sports Equipment, Apparel & D2C",Sports Equipment,Global / verify,"Sports equipment, apparel, footwear, accessories, or direct-to-consumer brand.",Brand Partnership / Customer,50,Longlist,Potential,"Brand matching, athlete discovery, sponsorship intelligence, and campaign measurement.",,,,https://www.bing.com/search?q=Mikasa+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0839,Mizuno,Company / Brand / Platform,"Sports Equipment, Apparel & D2C",Sports Equipment,Global / verify,"Sports equipment, apparel, footwear, accessories, or direct-to-consumer brand.",Brand Partnership / Customer,50,Longlist,Potential,"Brand matching, athlete discovery, sponsorship intelligence, and campaign measurement.",,,,https://www.bing.com/search?q=Mizuno+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0840,Mizuno Golf,Company / Brand / Platform,"Sports Equipment, Apparel & D2C",Sports Equipment,Global / verify,"Sports equipment, apparel, footwear, accessories, or direct-to-consumer brand.",Brand Partnership / Customer,50,Longlist,Potential,"Brand matching, athlete discovery, sponsorship intelligence, and campaign measurement.",,,,https://www.bing.com/search?q=Mizuno+Golf+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0841,Molten,Company / Brand / Platform,"Sports Equipment, Apparel & D2C",Sports Equipment,Global / verify,"Sports equipment, apparel, footwear, accessories, or direct-to-consumer brand.",Brand Partnership / Customer,50,Longlist,Potential,"Brand matching, athlete discovery, sponsorship intelligence, and campaign measurement.",,,,https://www.bing.com/search?q=Molten+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0842,Molten Volleyball,Company / Brand / Platform,"Sports Equipment, Apparel & D2C",Sports Equipment,Global / verify,"Sports equipment, apparel, footwear, accessories, or direct-to-consumer brand.",Brand Partnership / Customer,50,Longlist,Potential,"Brand matching, athlete discovery, sponsorship intelligence, and campaign measurement.",,,,https://www.bing.com/search?q=Molten+Volleyball+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0843,Moonwalkr,Company / Brand / Platform,"Sports Equipment, Apparel & D2C",Sports Equipment,Global / verify,"Sports equipment, apparel, footwear, accessories, or direct-to-consumer brand.",Brand Partnership / Customer,50,Longlist,Potential,"Brand matching, athlete discovery, sponsorship intelligence, and campaign measurement.",,,,https://www.bing.com/search?q=Moonwalkr+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0844,MRF Sports Goods,Company / Brand / Platform,"Sports Equipment, Apparel & D2C",Sports Equipment,Global / verify,"Sports equipment, apparel, footwear, accessories, or direct-to-consumer brand.",Brand Partnership / Customer,50,Longlist,Potential,"Brand matching, athlete discovery, sponsorship intelligence, and campaign measurement.",,,,https://www.bing.com/search?q=MRF+Sports+Goods+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0845,New Balance,Company / Brand / Platform,"Sports Equipment, Apparel & D2C",Sports Equipment,Global / verify,"Sports equipment, apparel, footwear, accessories, or direct-to-consumer brand.",Brand Partnership / Customer,50,Longlist,Potential,"Brand matching, athlete discovery, sponsorship intelligence, and campaign measurement.",,,,https://www.bing.com/search?q=New+Balance+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0846,New Balance Cricket,Company / Brand / Platform,"Sports Equipment, Apparel & D2C",Sports Equipment,Global / verify,"Sports equipment, apparel, footwear, accessories, or direct-to-consumer brand.",Brand Partnership / Customer,50,Longlist,Potential,"Brand matching, athlete discovery, sponsorship intelligence, and campaign measurement.",,,,https://www.bing.com/search?q=New+Balance+Cricket+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0847,Nike,Company / Brand / Platform,"Sports Equipment, Apparel & D2C",Sports Equipment,Global / verify,"Sports equipment, apparel, footwear, accessories, or direct-to-consumer brand.",Brand Partnership / Customer,50,Longlist,Potential,"Brand matching, athlete discovery, sponsorship intelligence, and campaign measurement.",,,,https://www.bing.com/search?q=Nike+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0848,Nike Basketball,Company / Brand / Platform,"Sports Equipment, Apparel & D2C",Sports Equipment,Global / verify,"Sports equipment, apparel, footwear, accessories, or direct-to-consumer brand.",Brand Partnership / Customer,50,Longlist,Potential,"Brand matching, athlete discovery, sponsorship intelligence, and campaign measurement.",,,,https://www.bing.com/search?q=Nike+Basketball+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0849,Nittaku,Company / Brand / Platform,"Sports Equipment, Apparel & D2C",Sports Equipment,Global / verify,"Sports equipment, apparel, footwear, accessories, or direct-to-consumer brand.",Brand Partnership / Customer,50,Longlist,Potential,"Brand matching, athlete discovery, sponsorship intelligence, and campaign measurement.",,,,https://www.bing.com/search?q=Nittaku+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0850,Nivia,Company / Brand / Platform,"Sports Equipment, Apparel & D2C",Sports Equipment,Global / verify,"Sports equipment, apparel, footwear, accessories, or direct-to-consumer brand.",Brand Partnership / Customer,50,Longlist,Potential,"Brand matching, athlete discovery, sponsorship intelligence, and campaign measurement.",,,,https://www.bing.com/search?q=Nivia+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0851,Nivia Volleyball,Company / Brand / Platform,"Sports Equipment, Apparel & D2C",Sports Equipment,Global / verify,"Sports equipment, apparel, footwear, accessories, or direct-to-consumer brand.",Brand Partnership / Customer,50,Longlist,Potential,"Brand matching, athlete discovery, sponsorship intelligence, and campaign measurement.",,,,https://www.bing.com/search?q=Nivia+Volleyball+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0852,On,Company / Brand / Platform,"Sports Equipment, Apparel & D2C",Sports Equipment,Global / verify,"Sports equipment, apparel, footwear, accessories, or direct-to-consumer brand.",Brand Partnership / Customer,50,Longlist,Potential,"Brand matching, athlete discovery, sponsorship intelligence, and campaign measurement.",,,,https://www.bing.com/search?q=On+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0853,Orca,Company / Brand / Platform,"Sports Equipment, Apparel & D2C",Sports Equipment,Global / verify,"Sports equipment, apparel, footwear, accessories, or direct-to-consumer brand.",Brand Partnership / Customer,50,Longlist,Potential,"Brand matching, athlete discovery, sponsorship intelligence, and campaign measurement.",,,,https://www.bing.com/search?q=Orca+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0854,Osaka Hockey,Company / Brand / Platform,"Sports Equipment, Apparel & D2C",Sports Equipment,Global / verify,"Sports equipment, apparel, footwear, accessories, or direct-to-consumer brand.",Brand Partnership / Customer,50,Longlist,Potential,"Brand matching, athlete discovery, sponsorship intelligence, and campaign measurement.",,,,https://www.bing.com/search?q=Osaka+Hockey+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0855,Outdoor Voices,Company / Brand / Platform,"Sports Equipment, Apparel & D2C",Sports Equipment,Global / verify,"Sports equipment, apparel, footwear, accessories, or direct-to-consumer brand.",Brand Partnership / Customer,50,Longlist,Potential,"Brand matching, athlete discovery, sponsorship intelligence, and campaign measurement.",,,,https://www.bing.com/search?q=Outdoor+Voices+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0856,Peak Sport,Company / Brand / Platform,"Sports Equipment, Apparel & D2C",Sports Equipment,Global / verify,"Sports equipment, apparel, footwear, accessories, or direct-to-consumer brand.",Brand Partnership / Customer,50,Longlist,Potential,"Brand matching, athlete discovery, sponsorship intelligence, and campaign measurement.",,,,https://www.bing.com/search?q=Peak+Sport+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0857,Pelican Sport,Company / Brand / Platform,"Sports Equipment, Apparel & D2C",Sports Equipment,Global / verify,"Sports equipment, apparel, footwear, accessories, or direct-to-consumer brand.",Brand Partnership / Customer,50,Longlist,Potential,"Brand matching, athlete discovery, sponsorship intelligence, and campaign measurement.",,,,https://www.bing.com/search?q=Pelican+Sport+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0858,Ping,Company / Brand / Platform,"Sports Equipment, Apparel & D2C",Sports Equipment,Global / verify,"Sports equipment, apparel, footwear, accessories, or direct-to-consumer brand.",Brand Partnership / Customer,50,Longlist,Potential,"Brand matching, athlete discovery, sponsorship intelligence, and campaign measurement.",,,,https://www.bing.com/search?q=Ping+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0859,Prince,Company / Brand / Platform,"Sports Equipment, Apparel & D2C",Sports Equipment,Global / verify,"Sports equipment, apparel, footwear, accessories, or direct-to-consumer brand.",Brand Partnership / Customer,50,Longlist,Potential,"Brand matching, athlete discovery, sponsorship intelligence, and campaign measurement.",,,,https://www.bing.com/search?q=Prince+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0860,Pro:Direct Sport,Company / Brand / Platform,"Sports Equipment, Apparel & D2C",Sports Equipment,Global / verify,"Sports equipment, apparel, footwear, accessories, or direct-to-consumer brand.",Brand Partnership / Customer,50,Longlist,Potential,"Brand matching, athlete discovery, sponsorship intelligence, and campaign measurement.",,,,https://www.bing.com/search?q=Pro%3ADirect+Sport+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0861,Puma,Company / Brand / Platform,"Sports Equipment, Apparel & D2C",Sports Equipment,Global / verify,"Sports equipment, apparel, footwear, accessories, or direct-to-consumer brand.",Brand Partnership / Customer,50,Longlist,Potential,"Brand matching, athlete discovery, sponsorship intelligence, and campaign measurement.",,,,https://www.bing.com/search?q=Puma+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0862,PXG,Company / Brand / Platform,"Sports Equipment, Apparel & D2C",Sports Equipment,Global / verify,"Sports equipment, apparel, footwear, accessories, or direct-to-consumer brand.",Brand Partnership / Customer,50,Longlist,Potential,"Brand matching, athlete discovery, sponsorship intelligence, and campaign measurement.",,,,https://www.bing.com/search?q=PXG+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0863,Reebok,Company / Brand / Platform,"Sports Equipment, Apparel & D2C",Sports Equipment,Global / verify,"Sports equipment, apparel, footwear, accessories, or direct-to-consumer brand.",Brand Partnership / Customer,50,Longlist,Potential,"Brand matching, athlete discovery, sponsorship intelligence, and campaign measurement.",,,,https://www.bing.com/search?q=Reebok+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0864,Rhone,Company / Brand / Platform,"Sports Equipment, Apparel & D2C",Sports Equipment,Global / verify,"Sports equipment, apparel, footwear, accessories, or direct-to-consumer brand.",Brand Partnership / Customer,50,Longlist,Potential,"Brand matching, athlete discovery, sponsorship intelligence, and campaign measurement.",,,,https://www.bing.com/search?q=Rhone+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0865,Rigorer,Company / Brand / Platform,"Sports Equipment, Apparel & D2C",Sports Equipment,Global / verify,"Sports equipment, apparel, footwear, accessories, or direct-to-consumer brand.",Brand Partnership / Customer,50,Longlist,Potential,"Brand matching, athlete discovery, sponsorship intelligence, and campaign measurement.",,,,https://www.bing.com/search?q=Rigorer+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0866,Ritual Hockey,Company / Brand / Platform,"Sports Equipment, Apparel & D2C",Sports Equipment,Global / verify,"Sports equipment, apparel, footwear, accessories, or direct-to-consumer brand.",Brand Partnership / Customer,50,Longlist,Potential,"Brand matching, athlete discovery, sponsorship intelligence, and campaign measurement.",,,,https://www.bing.com/search?q=Ritual+Hockey+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0867,Running Warehouse,Company / Brand / Platform,"Sports Equipment, Apparel & D2C",Sports Equipment,Global / verify,"Sports equipment, apparel, footwear, accessories, or direct-to-consumer brand.",Brand Partnership / Customer,50,Longlist,Potential,"Brand matching, athlete discovery, sponsorship intelligence, and campaign measurement.",,,,https://www.bing.com/search?q=Running+Warehouse+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0868,Salomon,Company / Brand / Platform,"Sports Equipment, Apparel & D2C",Sports Equipment,Global / verify,"Sports equipment, apparel, footwear, accessories, or direct-to-consumer brand.",Brand Partnership / Customer,50,Longlist,Potential,"Brand matching, athlete discovery, sponsorship intelligence, and campaign measurement.",,,,https://www.bing.com/search?q=Salomon+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0869,Sanwei,Company / Brand / Platform,"Sports Equipment, Apparel & D2C",Sports Equipment,Global / verify,"Sports equipment, apparel, footwear, accessories, or direct-to-consumer brand.",Brand Partnership / Customer,50,Longlist,Potential,"Brand matching, athlete discovery, sponsorship intelligence, and campaign measurement.",,,,https://www.bing.com/search?q=Sanwei+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0870,Saucony,Company / Brand / Platform,"Sports Equipment, Apparel & D2C",Sports Equipment,Global / verify,"Sports equipment, apparel, footwear, accessories, or direct-to-consumer brand.",Brand Partnership / Customer,50,Longlist,Potential,"Brand matching, athlete discovery, sponsorship intelligence, and campaign measurement.",,,,https://www.bing.com/search?q=Saucony+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0871,SG Cricket,Company / Brand / Platform,"Sports Equipment, Apparel & D2C",Sports Equipment,India,"Sports equipment, apparel, footwear, accessories, or direct-to-consumer brand.",Brand Partnership / Customer,65,Medium,Potential,"Brand matching, athlete discovery, sponsorship intelligence, and campaign measurement.",,,,https://www.bing.com/search?q=SG+Cricket+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0872,Shrey Sports,Company / Brand / Platform,"Sports Equipment, Apparel & D2C",Sports Equipment,Global / verify,"Sports equipment, apparel, footwear, accessories, or direct-to-consumer brand.",Brand Partnership / Customer,50,Longlist,Potential,"Brand matching, athlete discovery, sponsorship intelligence, and campaign measurement.",,,,https://www.bing.com/search?q=Shrey+Sports+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0873,Skechers Performance,Company / Brand / Platform,"Sports Equipment, Apparel & D2C",Sports Equipment,Global / verify,"Sports equipment, apparel, footwear, accessories, or direct-to-consumer brand.",Brand Partnership / Customer,50,Longlist,Potential,"Brand matching, athlete discovery, sponsorship intelligence, and campaign measurement.",,,,https://www.bing.com/search?q=Skechers+Performance+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0874,SKINS Compression,Company / Brand / Platform,"Sports Equipment, Apparel & D2C",Sports Equipment,Global / verify,"Sports equipment, apparel, footwear, accessories, or direct-to-consumer brand.",Brand Partnership / Customer,50,Longlist,Potential,"Brand matching, athlete discovery, sponsorship intelligence, and campaign measurement.",,,,https://www.bing.com/search?q=SKINS+Compression+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0875,Solinco,Company / Brand / Platform,"Sports Equipment, Apparel & D2C",Sports Equipment,Global / verify,"Sports equipment, apparel, footwear, accessories, or direct-to-consumer brand.",Brand Partnership / Customer,50,Longlist,Potential,"Brand matching, athlete discovery, sponsorship intelligence, and campaign measurement.",,,,https://www.bing.com/search?q=Solinco+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0876,Spalding,Company / Brand / Platform,"Sports Equipment, Apparel & D2C",Sports Equipment,Global / verify,"Sports equipment, apparel, footwear, accessories, or direct-to-consumer brand.",Brand Partnership / Customer,50,Longlist,Potential,"Brand matching, athlete discovery, sponsorship intelligence, and campaign measurement.",,,,https://www.bing.com/search?q=Spalding+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0877,Spartan Sports,Company / Brand / Platform,"Sports Equipment, Apparel & D2C",Sports Equipment,Global / verify,"Sports equipment, apparel, footwear, accessories, or direct-to-consumer brand.",Brand Partnership / Customer,50,Longlist,Potential,"Brand matching, athlete discovery, sponsorship intelligence, and campaign measurement.",,,,https://www.bing.com/search?q=Spartan+Sports+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0878,Speedo,Company / Brand / Platform,"Sports Equipment, Apparel & D2C",Sports Equipment,Global / verify,"Sports equipment, apparel, footwear, accessories, or direct-to-consumer brand.",Brand Partnership / Customer,50,Longlist,Potential,"Brand matching, athlete discovery, sponsorship intelligence, and campaign measurement.",,,,https://www.bing.com/search?q=Speedo+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0879,Sports Direct,Company / Brand / Platform,"Sports Equipment, Apparel & D2C",Sports Equipment,Global / verify,"Sports equipment, apparel, footwear, accessories, or direct-to-consumer brand.",Brand Partnership / Customer,50,Longlist,Potential,"Brand matching, athlete discovery, sponsorship intelligence, and campaign measurement.",,,,https://www.bing.com/search?q=Sports+Direct+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0880,Srixon,Company / Brand / Platform,"Sports Equipment, Apparel & D2C",Sports Equipment,Global / verify,"Sports equipment, apparel, footwear, accessories, or direct-to-consumer brand.",Brand Partnership / Customer,50,Longlist,Potential,"Brand matching, athlete discovery, sponsorship intelligence, and campaign measurement.",,,,https://www.bing.com/search?q=Srixon+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0881,SS Cricket,Company / Brand / Platform,"Sports Equipment, Apparel & D2C",Sports Equipment,India,"Sports equipment, apparel, footwear, accessories, or direct-to-consumer brand.",Brand Partnership / Customer,65,Medium,Potential,"Brand matching, athlete discovery, sponsorship intelligence, and campaign measurement.",,,,https://www.bing.com/search?q=SS+Cricket+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0882,Stanford Cricket,Company / Brand / Platform,"Sports Equipment, Apparel & D2C",Sports Equipment,Global / verify,"Sports equipment, apparel, footwear, accessories, or direct-to-consumer brand.",Brand Partnership / Customer,50,Longlist,Potential,"Brand matching, athlete discovery, sponsorship intelligence, and campaign measurement.",,,,https://www.bing.com/search?q=Stanford+Cricket+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0883,Stiga,Company / Brand / Platform,"Sports Equipment, Apparel & D2C",Sports Equipment,Global / verify,"Sports equipment, apparel, footwear, accessories, or direct-to-consumer brand.",Brand Partnership / Customer,50,Longlist,Potential,"Brand matching, athlete discovery, sponsorship intelligence, and campaign measurement.",,,,https://www.bing.com/search?q=Stiga+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0884,STX,Company / Brand / Platform,"Sports Equipment, Apparel & D2C",Sports Equipment,Global / verify,"Sports equipment, apparel, footwear, accessories, or direct-to-consumer brand.",Brand Partnership / Customer,50,Longlist,Potential,"Brand matching, athlete discovery, sponsorship intelligence, and campaign measurement.",,,,https://www.bing.com/search?q=STX+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0885,T10 Sports,Company / Brand / Platform,"Sports Equipment, Apparel & D2C",Sports Equipment,India,"Sports equipment, apparel, footwear, accessories, or direct-to-consumer brand.",Brand Partnership / Customer,65,Medium,Potential,"Brand matching, athlete discovery, sponsorship intelligence, and campaign measurement.",,,,https://www.bing.com/search?q=T10+Sports+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0886,Tachikara,Company / Brand / Platform,"Sports Equipment, Apparel & D2C",Sports Equipment,Global / verify,"Sports equipment, apparel, footwear, accessories, or direct-to-consumer brand.",Brand Partnership / Customer,50,Longlist,Potential,"Brand matching, athlete discovery, sponsorship intelligence, and campaign measurement.",,,,https://www.bing.com/search?q=Tachikara+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
